t;u;yr;yl;freq;dtheta
6.3199;49;101;53;0.5268;0.4867
6.3299;49;101;53;0.5269;0.5080
6.3399;49;102;53;0.5269;0.5347
6.3499;49;102;53;0.5270;0.4012
6.3599;49;102;53;0.5270;0.3977
6.3699;49;102;53;0.5270;0.3911
6.3799;49;102;52;0.5271;0.3157
6.3899;49;102;52;0.5271;0.3029
6.3999;48;102;52;0.5272;0.2450
6.4099;48;102;52;0.5272;0.1904
6.4199;47;102;52;0.5273;0.1486
6.4299;47;102;52;0.5273;0.1203
6.4399;46;102;52;0.5274;0.0993
6.4499;46;102;52;0.5274;0.0801
6.4599;45;102;52;0.5274;0.0575
6.4699;44;102;52;0.5275;0.0273
6.4799;44;102;52;0.5275;-0.0022
6.4899;43;102;52;0.5276;-0.0238
6.4999;42;102;53;0.5276;-0.0291
6.5099;41;102;53;0.5277;0.0071
6.5199;40;102;53;0.5277;0.0124
6.5299;39;101;53;0.5278;0.0841
6.5399;38;101;53;0.5278;0.1102
6.5499;37;101;53;0.5279;0.1502
6.5599;36;101;53;0.5279;0.1915
6.5699;35;101;53;0.5279;0.2309
6.5799;34;101;53;0.5280;0.2773
6.5899;32;102;53;0.5280;0.3202
6.5999;31;102;53;0.5281;0.3388
6.6099;30;102;53;0.5281;0.3276
6.6199;29;102;53;0.5282;0.3205
6.6299;27;103;53;0.5282;0.3101
6.6399;26;103;53;0.5283;0.3037
6.6499;24;103;53;0.5283;0.3082
6.6599;23;103;52;0.5283;0.2909
6.6699;21;103;52;0.5284;0.2895
6.6799;20;103;52;0.5284;0.2757
6.6899;18;104;52;0.5285;0.2490
6.6999;17;104;52;0.5285;0.2283
6.7099;15;104;52;0.5286;0.2173
6.7199;14;105;52;0.5286;0.2192
6.7299;12;105;51;0.5287;0.2320
6.7399;10;105;51;0.5287;0.1987
6.7499;9;106;51;0.5288;0.2123
6.7599;7;106;50;0.5288;0.2437
6.7699;6;107;50;0.5288;0.2613
6.7799;4;107;49;0.5289;0.3125
6.7899;2;108;49;0.5289;0.2823
6.7999;1;108;48;0.5290;0.3101
6.8099;0;109;48;0.5290;0.3756
6.8199;-2;109;47;0.5291;0.3711
6.8299;-3;110;47;0.5291;0.5344
6.8398;-5;111;46;0.5292;0.4526
6.8502;-7;113;46;0.5292;0.5240
6.8605;-8;113;45;0.5292;0.6330
6.8699;-10;113;44;0.5293;0.5027
6.8799;-12;113;43;0.5293;0.6130
6.8899;-13;115;41;0.5294;0.6447
6.8999;-15;117;38;0.5294;0.7031
6.9099;-16;120;34;0.5295;0.7042
6.9199;-18;124;32;0.5295;1.0519
6.9299;-19;124;32;0.5296;0.6295
6.9399;-21;125;30;0.5296;0.9029
6.9499;-22;127;29;0.5297;0.9650
6.9599;-24;128;27;0.5297;0.9200
6.9699;-25;130;26;0.5297;1.0338
6.9799;-27;131;23;0.5298;1.0663
6.9899;-28;133;21;0.5298;1.0133
6.9999;-30;134;20;0.5299;1.0724
7.0099;-31;136;18;0.5299;1.0783
7.0199;-32;137;16;0.5300;0.9171
7.0299;-33;139;15;0.5300;1.1161
7.0399;-35;140;12;0.5301;0.9925
7.0499;-36;142;10;0.5301;0.9887
7.0599;-37;143;8;0.5302;1.1230
7.0699;-38;145;7;0.5302;0.9826
7.0799;-39;147;4;0.5302;0.9690
7.0899;-40;149;2;0.5303;0.9051
7.0999;-41;151;1;0.5303;0.8049
7.1099;-42;152;-1;0.5304;0.8012
7.1199;-43;154;-2;0.5304;0.6711
7.1299;-44;155;-4;0.5305;0.5816
7.1399;-44;156;-6;0.5305;0.5448
7.1499;-45;157;-8;0.5306;0.4670
7.1599;-46;158;-9;0.5306;0.4015
7.1699;-46;159;-10;0.5306;0.3109
7.1799;-47;159;-11;0.5307;0.2165
7.1899;-47;160;-12;0.5307;0.1302
7.1999;-48;161;-12;0.5308;0.0596
7.2099;-48;161;-13;0.5308;-0.0417
7.2199;-49;161;-14;0.5309;-0.0902
7.2299;-49;161;-14;0.5309;-0.2474
7.2399;-49;161;-14;0.5310;-0.2748
7.2499;-49;161;-15;0.5310;-0.2764
7.2599;-49;161;-15;0.5311;-0.3143
7.2699;-49;161;-15;0.5311;-0.3374
7.2799;-49;161;-15;0.5311;-0.3825
7.2899;-49;161;-15;0.5312;-0.4142
7.2999;-49;161;-15;0.5312;-0.4184
7.3099;-49;161;-15;0.5313;-0.4326
7.3199;-49;161;-15;0.5313;-0.4334
7.3299;-49;161;-15;0.5314;-0.4371
7.3399;-48;161;-15;0.5314;-0.4155
7.3499;-48;160;-15;0.5315;-0.4113
7.3599;-48;160;-15;0.5315;-0.3945
7.3699;-47;160;-15;0.5316;-0.3774
7.3799;-47;160;-15;0.5316;-0.3580
7.3899;-46;159;-14;0.5316;-0.3318
7.3999;-45;159;-14;0.5317;-0.3105
7.4099;-45;159;-14;0.5317;-0.2823
7.4199;-44;159;-14;0.5318;-0.2738
7.4299;-43;159;-14;0.5318;-0.2428
7.4399;-42;159;-14;0.5319;-0.2367
7.4499;-41;159;-14;0.5319;-0.2322
7.4599;-41;159;-14;0.5320;-0.2511
7.4699;-40;159;-14;0.5320;-0.2556
7.4799;-39;159;-14;0.5321;-0.2626
7.4899;-37;159;-14;0.5321;-0.2562
7.4999;-36;159;-14;0.5322;-0.2413
7.5099;-35;159;-14;0.5322;-0.1781
7.5199;-34;158;-14;0.5322;-0.1952
7.5299;-33;158;-13;0.5323;-0.1981
7.5399;-32;158;-13;0.5323;-0.2013
7.5499;-30;157;-13;0.5324;-0.1898
7.5599;-29;157;-13;0.5324;-0.1896
7.5699;-28;157;-13;0.5325;-0.1792
7.5799;-26;157;-13;0.5325;-0.1768
7.5899;-25;157;-13;0.5326;-0.1754
7.5999;-23;157;-13;0.5326;-0.1946
7.6099;-22;156;-13;0.5327;-0.2074
7.6199;-20;156;-13;0.5327;-0.2061
7.6299;-19;156;-13;0.5327;-0.2199
7.6399;-17;156;-13;0.5328;-0.2074
7.6499;-16;156;-12;0.5328;-0.2245
7.6599;-14;156;-11;0.5329;-0.2929
7.6699;-12;156;-11;0.5329;-0.2351
7.6799;-11;156;-10;0.5330;-0.2972
7.6899;-9;155;-10;0.5330;-0.3931
7.6999;-7;155;-9;0.5331;-0.3420
7.7099;-6;154;-9;0.5331;-0.3660
7.7199;-4;153;-8;0.5332;-0.3425
7.7299;-2;153;-8;0.5332;-0.3729
7.7399;-1;151;-7;0.5332;-0.5011
7.7499;0;151;-6;0.5333;-0.3966
7.7599;2;150;-5;0.5333;-0.5050
7.7699;3;149;-4;0.5334;-0.5842
7.7799;5;149;-4;0.5334;-0.4598
7.7899;7;148;-3;0.5335;-0.6425
7.7999;8;147;0;0.5335;-0.7001
7.8099;10;145;1;0.5336;-0.7481
7.8199;11;143;2;0.5336;-0.7443
7.8299;13;141;3;0.5337;-0.8195
7.8399;15;138;5;0.5337;-0.8512
7.8499;16;135;8;0.5338;-0.8805
7.8599;18;133;12;0.5338;-0.8448
7.8699;19;132;15;0.5338;-1.2077
7.8799;21;130;16;0.5339;-0.9860
7.8899;22;129;17;0.5339;-0.9524
7.8999;24;127;18;0.5340;-1.0159
7.9099;25;125;20;0.5340;-1.0183
7.9199;27;124;21;0.5341;-1.0481
7.9299;28;123;23;0.5341;-0.9820
7.9399;30;121;25;0.5342;-1.1070
7.9499;31;120;26;0.5342;-1.0100
7.9599;32;118;28;0.5343;-1.0446
7.9699;33;116;30;0.5343;-1.0342
7.9799;35;115;31;0.5343;-0.9959
7.9899;36;113;33;0.5344;-0.9855
7.9999;37;112;34;0.5344;-0.9532
8.0099;38;111;36;0.5345;-0.8123
8.0199;39;109;37;0.5345;-0.8557
8.0299;40;108;38;0.5346;-0.7704
8.0399;41;107;39;0.5346;-0.5408
8.0499;42;106;40;0.5347;-0.6108
8.0599;43;105;40;0.5347;-0.5016
8.0699;44;104;41;0.5348;-0.5301
8.0799;44;103;42;0.5348;-0.3636
8.0899;45;102;43;0.5349;-0.3430
8.0999;46;102;44;0.5349;-0.2538
8.1099;46;101;45;0.5349;-0.1957
8.1199;47;101;46;0.5350;-0.1557
8.1299;47;101;46;0.5350;-0.0614
8.1399;48;101;47;0.5351;0.0103
8.1499;48;101;47;0.5351;0.0916
8.1599;49;100;48;0.5352;0.1520
8.1699;49;100;48;0.5352;0.2107
8.1799;49;100;48;0.5353;0.2584
8.1899;49;101;49;0.5353;0.3186
8.1999;49;101;49;0.5354;0.3575
8.2099;49;101;49;0.5354;0.3929
8.2199;49;101;49;0.5355;0.4428
8.2299;49;101;49;0.5355;0.4739
8.2399;49;101;49;0.5355;0.4875
8.2499;49;101;49;0.5356;0.4966
8.2599;49;102;49;0.5356;0.5027
8.2699;49;102;49;0.5357;0.4889
8.2799;48;102;49;0.5357;0.4689
8.2899;48;102;48;0.5358;0.4350
8.2999;47;102;48;0.5358;0.4095
8.3099;47;102;48;0.5359;0.3740
8.3199;46;102;48;0.5359;0.3410
8.3299;46;102;48;0.5360;0.3066
8.3399;45;102;48;0.5360;0.2696
8.3499;44;102;48;0.5361;0.2453
8.3599;44;102;48;0.5361;0.2229
8.3699;43;102;48;0.5361;0.2096
8.3799;42;102;48;0.5362;0.1957
8.3899;41;102;48;0.5362;0.1790
8.3999;40;102;48;0.5363;0.1704
8.4099;39;102;48;0.5363;0.1587
8.4199;38;102;48;0.5364;0.1603
8.4299;37;102;48;0.5364;0.1590
8.4399;36;102;48;0.5365;0.1592
8.4499;35;102;48;0.5365;0.1584
8.4599;34;102;48;0.5366;0.1449
8.4699;32;102;48;0.5366;0.1430
8.4799;31;102;48;0.5367;0.1307
8.4899;30;102;48;0.5367;0.1294
8.4999;28;102;48;0.5368;0.1302
8.5099;27;102;48;0.5368;0.1267
8.5199;25;103;48;0.5368;0.1374
8.5299;24;103;48;0.5369;0.1646
8.5399;23;103;48;0.5369;0.1923
8.5499;21;103;48;0.5370;0.0980
8.5609;19;103;47;0.5370;0.2320
8.5710;18;103;47;0.5371;0.0620
8.5809;16;103;47;0.5371;0.1206
8.5909;15;104;47;0.5372;0.1369
8.6009;13;104;47;0.5372;0.1417
8.6109;11;104;47;0.5373;0.1531
8.6209;10;104;46;0.5373;0.1694
8.6309;8;105;46;0.5374;0.1944
8.6409;6;105;46;0.5374;0.2578
8.6509;5;106;46;0.5375;0.2275
8.6609;3;106;46;0.5375;0.2970
8.6709;1;107;46;0.5375;0.3583
8.6809;0;107;45;0.5376;0.3719
8.6909;-1;108;44;0.5376;0.4214
8.7009;-3;109;43;0.5377;0.4731
8.7109;-4;109;42;0.5377;0.5358
8.7209;-6;111;41;0.5378;0.6530
8.7309;-8;113;40;0.5378;0.6229
8.7409;-9;113;39;0.5379;0.6802
8.7509;-11;113;36;0.5379;0.7449
8.7609;-13;114;34;0.5380;0.7196
8.7709;-14;117;31;0.5380;0.7652
8.7809;-16;119;28;0.5381;0.8739
8.7909;-18;124;26;0.5381;0.8531
8.8009;-19;126;25;0.5382;1.0223
8.8109;-21;127;24;0.5382;0.9155
8.8209;-22;129;22;0.5382;1.1710
8.8309;-24;130;20;0.5383;0.8888
8.8409;-25;132;18;0.5383;1.1968
8.8509;-27;133;17;0.5384;0.9938
8.8609;-28;135;16;0.5384;1.1923
8.8709;-29;136;13;0.5385;1.0210
8.8809;-31;138;11;0.5385;1.1819
8.8909;-32;140;9;0.5386;1.0402
8.9009;-33;141;8;0.5386;1.1044
8.9109;-35;143;7;0.5387;1.0420
8.9209;-36;145;5;0.5387;0.9965
8.9309;-37;146;3;0.5388;0.9664
8.9409;-38;148;2;0.5388;0.9714
8.9509;-39;149;0;0.5389;0.9373
8.9609;-40;151;-2;0.5389;0.8219
8.9709;-41;152;-2;0.5389;0.7913
8.9809;-42;154;-4;0.5390;0.7508
8.9909;-43;155;-6;0.5390;0.7036
9.0009;-44;156;-7;0.5391;0.6069
9.0109;-44;157;-8;0.5391;0.5453
9.0209;-45;158;-10;0.5392;0.4550
9.0309;-46;159;-10;0.5392;0.3514
9.0409;-46;159;-11;0.5393;0.2733
9.0509;-47;160;-11;0.5393;0.1912
9.0609;-47;161;-12;0.5394;0.1251
9.0709;-48;161;-12;0.5394;0.0327
9.0809;-48;162;-12;0.5395;-0.0390
9.0909;-49;162;-13;0.5395;-0.1080
9.1009;-49;162;-14;0.5396;-0.1960
9.1109;-49;162;-14;0.5396;-0.2293
9.1209;-49;163;-14;0.5397;-0.2764
9.1309;-49;163;-14;0.5397;-0.3396
9.1409;-49;163;-15;0.5397;-0.3766
9.1509;-49;163;-15;0.5398;-0.4075
9.1609;-49;163;-15;0.5398;-0.4025
9.1709;-49;163;-15;0.5399;-0.3971
9.1809;-49;163;-15;0.5399;-0.3763
9.1909;-49;163;-15;0.5400;-0.3692
9.2009;-49;163;-15;0.5400;-0.3588
9.2109;-48;163;-15;0.5401;-0.3454
9.2209;-48;163;-15;0.5401;-0.3412
9.2309;-47;163;-14;0.5402;-0.3382
9.2409;-47;163;-14;0.5402;-0.3342
9.2509;-46;163;-14;0.5403;-0.3217
9.2609;-46;162;-14;0.5403;-0.2959
9.2709;-45;162;-14;0.5404;-0.2903
9.2809;-44;162;-14;0.5404;-0.2876
9.2909;-44;161;-14;0.5404;-0.2751
9.3009;-43;161;-14;0.5405;-0.3004
9.3109;-42;161;-14;0.5405;-0.3071
9.3209;-41;161;-14;0.5406;-0.3124
9.3309;-40;161;-14;0.5406;-0.3001
9.3409;-39;161;-14;0.5407;-0.2842
9.3509;-38;161;-14;0.5407;-0.2756
9.3609;-37;160;-14;0.5408;-0.2887
9.3709;-36;160;-14;0.5408;-0.2868
9.3809;-34;159;-14;0.5409;-0.2799
9.3909;-33;159;-14;0.5409;-0.2775
9.4009;-32;159;-13;0.5410;-0.2703
9.4109;-31;159;-13;0.5410;-0.2373
9.4209;-29;158;-13;0.5411;-0.2106
9.4309;-28;158;-13;0.5411;-0.1890
9.4409;-26;158;-13;0.5412;-0.1658
9.4509;-25;158;-13;0.5412;-0.1355
9.4609;-23;157;-13;0.5413;-0.1275
9.4709;-22;157;-12;0.5413;-0.1528
9.4809;-20;157;-12;0.5413;-0.2135
9.4909;-19;157;-11;0.5414;-0.1938
9.5009;-17;157;-11;0.5414;-0.2031
9.5109;-16;156;-10;0.5415;-0.2261
9.5209;-14;156;-10;0.5415;-0.2306
9.5309;-12;155;-10;0.5416;-0.2730
9.5409;-11;155;-9;0.5416;-0.3036
9.5509;-9;155;-9;0.5417;-0.2892
9.5609;-7;154;-8;0.5417;-0.3199
9.5709;-6;154;-8;0.5418;-0.3255
9.5809;-4;153;-8;0.5418;-0.3119
9.5909;-2;153;-7;0.5419;-0.4304
9.6009;-1;151;-6;0.5419;-0.4605
9.6109;0;149;-6;0.5420;-0.4480
9.6209;2;149;-4;0.5420;-0.5581
9.6309;3;149;-3;0.5421;-0.5565
9.6409;5;148;-2;0.5421;-0.6700
9.6509;7;147;0;0.5421;-0.7108
9.6609;8;146;1;0.5422;-0.6836
9.6709;10;144;1;0.5422;-0.7507
9.6809;12;143;1;0.5423;-0.8062
9.6909;13;140;2;0.5423;-0.8149
9.7009;15;137;4;0.5424;-0.8405
9.7109;17;134;8;0.5424;-1.0406
9.7209;18;134;12;0.5425;-0.8168
9.7309;20;132;15;0.5425;-1.0862
9.7409;21;131;16;0.5426;-1.0167
9.7509;23;129;18;0.5426;-1.1675
9.7609;24;128;19;0.5427;-1.0441
9.7709;26;126;20;0.5427;-1.1613
9.7809;27;125;22;0.5428;-1.0681
9.7909;29;123;24;0.5428;-1.1302
9.8009;30;121;25;0.5429;-1.1264
9.8109;31;120;27;0.5429;-1.0236
9.8209;33;119;28;0.5430;-1.0532
9.8309;34;118;30;0.5430;-0.9754
9.8409;35;116;31;0.5430;-0.9159
9.8509;36;115;33;0.5431;-0.7958
9.8609;37;114;34;0.5431;-0.7020
9.8709;39;112;35;0.5432;-0.8419
9.8809;40;111;36;0.5432;-0.5503
9.8909;41;110;38;0.5433;-0.6689
9.9009;42;109;38;0.5433;-0.4984
9.9109;42;108;40;0.5434;-0.6002
9.9209;43;107;40;0.5434;-0.2842
9.9309;44;106;41;0.5435;-0.3622
9.9409;45;105;42;0.5435;-0.2482
9.9509;46;105;43;0.5436;-0.2015
9.9609;46;104;44;0.5436;-0.1877
9.9709;47;103;45;0.5437;-0.1229
9.9809;47;103;46;0.5437;-0.0683
9.9909;48;102;46;0.5438;-0.0169
10.0009;48;102;47;0.5438;0.0638
10.0109;49;102;47;0.5439;0.1246
10.0209;49;101;48;0.5439;0.1651
10.0309;49;101;48;0.5440;0.2229
10.0409;49;101;48;0.5440;0.2504
10.0509;49;101;49;0.5440;0.2919
10.0609;49;101;49;0.5441;0.3362
10.0709;49;101;49;0.5441;0.3713
10.0809;49;102;49;0.5442;0.4023
10.0909;49;102;49;0.5442;0.4332
10.1009;49;102;49;0.5443;0.4582
10.1109;49;102;49;0.5443;0.4801
10.1209;49;102;49;0.5444;0.4854
10.1309;48;102;49;0.5444;0.4723
10.1409;48;102;49;0.5445;0.4393
10.1509;48;102;49;0.5445;0.3980
10.1609;47;102;49;0.5446;0.3559
10.1709;46;102;49;0.5446;0.3244
10.1809;46;102;49;0.5447;0.2813
10.1909;45;102;49;0.5447;0.2533
10.2009;44;102;49;0.5448;0.2243
10.2109;44;102;49;0.5448;0.2016
10.2209;43;102;48;0.5449;0.1894
10.2309;42;102;48;0.5449;0.1878
10.2409;41;102;48;0.5450;0.1766
10.2519;40;102;48;0.5450;0.1670
10.2649;39;102;48;0.5451;-0.1781
10.2800;37;102;48;0.5451;0.1640
10.2899;36;102;48;0.5452;0.1691
10.2999;35;102;48;0.5452;0.1835
10.3099;33;102;48;0.5453;0.1864
10.3199;32;102;48;0.5453;0.2061
10.3299;31;102;47;0.5454;0.2123
10.3399;29;102;47;0.5454;0.2189
10.3499;28;102;47;0.5455;0.2245
10.3599;27;102;47;0.5455;0.2237
10.3699;25;102;47;0.5456;0.2323
10.3799;24;102;47;0.5456;0.2317
10.3899;22;102;47;0.5457;0.2488
10.3999;21;103;47;0.5457;0.2605
10.4099;19;103;46;0.5458;0.2730
10.4199;17;103;46;0.5458;0.3018
10.4299;16;103;46;0.5459;0.3218
10.4399;14;103;46;0.5459;0.3077
10.4499;13;103;46;0.5460;0.2501
10.4599;11;104;45;0.5460;0.2221
10.4699;9;104;45;0.5461;0.2099
10.4799;8;104;44;0.5461;0.1899
10.4899;6;104;44;0.5462;0.1614
10.4999;4;105;44;0.5462;0.1979
10.5099;2;106;43;0.5462;0.2752
10.5199;1;106;42;0.5463;0.2714
10.5299;0;106;42;0.5463;0.3109
10.5399;-2;107;42;0.5464;0.3868
10.5499;-3;108;41;0.5464;0.3732
10.5599;-5;108;40;0.5465;0.4566
10.5699;-7;109;40;0.5465;0.5211
10.5799;-9;109;38;0.5466;0.5720
10.5899;-10;111;36;0.5466;0.7031
10.5999;-12;113;34;0.5467;0.7601
10.6099;-14;116;33;0.5467;0.7972
10.6199;-15;119;31;0.5468;0.8550
10.6299;-17;122;28;0.5468;1.0985
10.6399;-18;123;24;0.5469;0.8419
10.6499;-20;123;23;0.5469;0.7830
10.6599;-22;126;22;0.5470;1.1803
10.6699;-23;129;19;0.5470;1.0687
10.6799;-25;129;18;0.5471;1.0005
10.6899;-26;131;16;0.5471;1.2016
10.6999;-28;133;14;0.5472;1.0977
10.7099;-29;135;12;0.5472;1.2062
10.7199;-30;136;10;0.5473;1.1539
10.7299;-32;138;9;0.5473;1.2070
10.7399;-33;140;7;0.5474;1.1422
10.7499;-34;141;5;0.5474;1.1718
10.7599;-35;143;3;0.5475;1.1318
10.7699;-37;145;2;0.5475;1.0468
10.7799;-38;147;0;0.5475;1.1068
10.7899;-39;149;-2;0.5476;0.9426
10.7999;-40;150;-3;0.5476;0.9437
10.8099;-41;151;-5;0.5477;0.9168
10.8199;-42;153;-7;0.5477;0.7966
10.8299;-43;155;-8;0.5478;0.7532
10.8399;-44;156;-9;0.5478;0.7020
10.8499;-44;157;-10;0.5479;0.5584
10.8599;-45;157;-11;0.5479;0.4889
10.8699;-46;158;-12;0.5480;0.3817
10.8799;-46;159;-13;0.5480;0.3125
10.8899;-47;160;-14;0.5481;0.1707
10.8999;-47;160;-15;0.5481;0.1041
10.9099;-48;161;-15;0.5482;0.0337
10.9199;-48;161;-15;0.5482;-0.0233
10.9299;-49;161;-16;0.5483;-0.1064
10.9399;-49;161;-16;0.5483;-0.1669
10.9499;-49;161;-16;0.5484;-0.2405
10.9599;-49;161;-16;0.5484;-0.2993
10.9699;-49;161;-16;0.5485;-0.3548
10.9799;-49;161;-16;0.5485;-0.3726
10.9899;-49;161;-16;0.5486;-0.4219
10.9999;-49;161;-16;0.5486;-0.3574
11.0099;-49;161;-16;0.5487;-0.3886
11.0199;-49;161;-16;0.5487;-0.4150
11.0299;-49;161;-16;0.5488;-0.4158
11.0399;-49;161;-16;0.5488;-0.4142
11.0499;-48;161;-16;0.5489;-0.3969
11.0599;-48;161;-16;0.5489;-0.3790
11.0699;-47;161;-16;0.5490;-0.3622
11.0799;-47;161;-16;0.5490;-0.3460
11.0899;-46;160;-15;0.5490;-0.3406
11.0999;-46;160;-15;0.5491;-0.3129
11.1099;-45;159;-15;0.5491;-0.2924
11.1199;-44;159;-15;0.5492;-0.2802
11.1299;-43;159;-15;0.5492;-0.2754
11.1399;-42;159;-14;0.5493;-0.2543
11.1499;-41;159;-14;0.5493;-0.2434
11.1599;-41;159;-14;0.5494;-0.2197
11.1699;-40;158;-14;0.5494;-0.2205
11.1799;-38;158;-14;0.5495;-0.2063
11.1899;-37;158;-14;0.5495;-0.1989
11.1999;-36;158;-14;0.5496;-0.1989
11.2099;-35;158;-13;0.5496;-0.1989
11.2199;-34;157;-13;0.5497;-0.2050
11.2299;-32;157;-13;0.5497;-0.2165
11.2399;-31;157;-13;0.5498;-0.2109
11.2499;-30;157;-13;0.5498;-0.2031
11.2599;-28;157;-13;0.5499;-0.2090
11.2699;-27;157;-13;0.5499;-0.2103
11.2799;-26;156;-13;0.5500;-0.2159
11.2899;-24;156;-13;0.5500;-0.2199
11.2999;-23;156;-13;0.5501;-0.1981
11.3099;-21;156;-13;0.5501;-0.1797
11.3199;-19;156;-12;0.5502;-0.1874
11.3299;-18;156;-12;0.5502;-0.2069
11.3399;-16;155;-12;0.5503;-0.2362
11.3499;-15;155;-11;0.5503;-0.2287
11.3599;-13;155;-11;0.5504;-0.2868
11.3699;-11;155;-11;0.5504;-0.3271
11.3799;-10;154;-10;0.5505;-0.3502
11.3899;-8;154;-10;0.5505;-0.3865
11.3999;-6;153;-9;0.5506;-0.3572
11.4099;-4;153;-9;0.5506;-0.4275
11.4199;-3;151;-8;0.5507;-0.5250
11.4299;-1;151;-8;0.5507;-0.4235
11.4399;0;150;-7;0.5508;-0.5607
11.4499;2;149;-6;0.5508;-0.5045
11.4599;3;149;-4;0.5509;-0.5575
11.4699;5;148;-4;0.5509;-0.6404
11.4799;7;147;-3;0.5510;-0.6508
11.4899;8;146;-2;0.5510;-0.7259
11.4999;10;144;1;0.5510;-0.7995
11.5099;12;142;2;0.5511;-0.8253
11.5199;13;139;4;0.5511;-0.8379
11.5299;15;136;6;0.5512;-0.9034
11.5399;17;133;10;0.5512;-1.0750
11.5499;18;133;12;0.5513;-0.9948
11.5599;20;131;13;0.5513;-0.9905
11.5699;22;130;15;0.5514;-1.0612
11.5799;23;129;16;0.5514;-1.0281
11.5899;25;127;18;0.5515;-1.1230
11.5999;26;125;20;0.5515;-1.0372
11.6099;27;123;21;0.5516;-1.1240
11.6199;29;121;23;0.5516;-1.1416
11.6299;30;120;25;0.5517;-0.9674
11.6399;32;119;27;0.5517;-1.1216
11.6499;33;117;28;0.5518;-1.0811
11.6599;34;115;30;0.5518;-0.9157
11.6699;35;114;32;0.5519;-0.9743
11.6799;37;113;33;0.5519;-1.0185
11.6899;38;111;35;0.5520;-0.8280
11.6999;39;110;36;0.5520;-0.8331
11.7099;40;109;38;0.5521;-0.7808
11.7199;41;107;38;0.5521;-0.7182
11.7299;42;106;40;0.5522;-0.6215
11.7399;43;105;41;0.5522;-0.5061
11.7499;44;105;42;0.5523;-0.4621
11.7599;44;104;43;0.5523;-0.3910
11.7699;45;103;44;0.5524;-0.3129
11.7799;46;102;45;0.5524;-0.2524
11.7899;46;102;45;0.5525;-0.1653
11.7999;47;101;46;0.5525;-0.1355
11.8099;48;101;47;0.5526;-0.0387
11.8199;48;101;47;0.5526;0.0612
11.8299;48;101;48;0.5527;0.1201
11.8399;49;101;48;0.5527;0.1803
11.8499;49;101;48;0.5528;0.2530
11.8599;49;101;48;0.5528;0.3007
11.8699;49;101;48;0.5529;0.3418
11.8799;49;101;49;0.5529;0.4409
11.8899;49;101;49;0.5530;0.4801
11.8999;49;101;49;0.5530;0.4968
11.9099;49;101;49;0.5531;0.5195
11.9199;49;101;49;0.5531;0.5485
11.9299;49;101;49;0.5532;0.5515
11.9399;49;101;49;0.5532;0.5579
11.9499;48;102;49;0.5533;0.5445
11.9599;48;102;48;0.5533;0.5379
11.9699;48;102;48;0.5534;0.1784
11.9805;47;102;48;0.5534;0.3740
11.9902;47;102;48;0.5535;0.4358
12.0009;46;102;48;0.5535;0.0953
12.0108;45;102;48;0.5536;0.0465
12.0209;45;102;48;0.5536;0.1699
12.0309;44;102;48;0.5537;0.1366
12.0409;43;102;48;0.5537;0.0822
12.0509;42;102;48;0.5538;0.0556
12.0609;41;102;48;0.5538;0.0162
12.0709;40;102;48;0.5539;-0.0132
12.0809;39;102;48;0.5539;-0.0265
12.0909;38;102;48;0.5540;-0.0385
12.1009;37;102;48;0.5540;-0.0342
12.1109;36;102;48;0.5541;-0.0379
12.1209;34;102;48;0.5541;-0.0299
12.1309;33;102;48;0.5542;-0.0086
12.1409;32;102;48;0.5542;-0.0062
12.1509;30;102;48;0.5543;0.0063
12.1609;29;102;48;0.5543;0.1483
12.1709;28;102;48;0.5544;0.1531
12.1809;26;102;48;0.5544;0.1640
12.1909;25;103;48;0.5544;0.1848
12.2009;23;103;48;0.5545;0.2032
12.2109;22;103;48;0.5545;0.2171
12.2209;20;103;47;0.5546;0.2309
12.2309;18;103;47;0.5546;0.2442
12.2409;17;103;47;0.5547;0.2272
12.2509;15;104;47;0.5547;0.2205
12.2609;14;104;46;0.5548;0.2112
12.2709;12;104;46;0.5548;0.1899
12.2809;10;105;46;0.5549;0.1979
12.2909;8;105;46;0.5549;0.2120
12.3009;7;106;46;0.5550;0.2283
12.3109;5;106;45;0.5550;0.2035
12.3209;3;107;45;0.5551;0.3223
12.3309;2;107;44;0.5551;0.3274
12.3409;0;108;44;0.5552;0.2640
12.3509;-1;108;43;0.5552;0.3959
12.3609;-3;109;42;0.5553;0.4382
12.3709;-4;109;42;0.5553;0.3921
12.3809;-6;111;41;0.5554;0.6386
12.3909;-8;112;40;0.5554;0.5352
12.4009;-10;113;39;0.5555;0.6101
12.4109;-11;113;36;0.5555;0.6980
12.4209;-13;114;34;0.5556;0.6370
12.4309;-15;115;31;0.5556;0.8454
12.4409;-16;118;28;0.5557;0.8696
12.4509;-18;122;26;0.5557;0.8227
12.4609;-20;126;26;0.5558;1.1334
12.4709;-21;127;25;0.5558;0.8694
12.4809;-23;128;22;0.5559;1.1569
12.4909;-24;130;20;0.5559;1.0633
12.5009;-26;131;18;0.5560;1.1843
12.5109;-27;133;17;0.5560;1.0524
12.5209;-29;135;16;0.5561;1.1849
12.5309;-30;136;13;0.5561;1.1289
12.5409;-31;137;12;0.5562;1.0705
12.5509;-33;139;11;0.5562;1.1214
12.5609;-34;141;9;0.5563;1.1742
12.5709;-35;142;8;0.5563;0.9807
12.5809;-36;144;6;0.5564;1.1406
12.5909;-38;146;4;0.5564;1.1078
