t;u;yr;yl;freq;dtheta
48.0249;38;97;55;0.8155;0.6820
48.0349;36;98;54;0.8156;0.6999
48.0449;34;98;54;0.8157;0.7497
48.0549;32;99;53;0.8158;0.6962
48.0649;30;99;53;0.8159;0.7212
48.0749;28;100;52;0.8160;0.7191
48.0849;26;101;51;0.8161;0.6378
48.0949;24;101;51;0.8162;0.5960
48.1049;21;102;50;0.8163;0.6485
48.1149;19;103;50;0.8164;0.5155
48.1249;17;103;48;0.8166;0.6690
48.1349;14;103;47;0.8167;0.4984
48.1449;12;104;47;0.8168;0.4979
48.1549;9;105;46;0.8169;0.5680
48.1649;7;107;46;0.8170;0.6056
48.1749;4;107;45;0.8171;0.4473
48.1849;2;108;44;0.8172;0.5845
48.1949;0;109;43;0.8173;0.5747
48.2049;-2;110;42;0.8174;0.6679
48.2149;-5;111;41;0.8175;0.6828
48.2249;-8;112;40;0.8176;0.7263
48.2349;-10;113;38;0.8177;0.6927
48.2449;-13;114;36;0.8178;0.8715
48.2549;-15;116;33;0.8180;0.8907
48.2649;-17;119;29;0.8181;0.9682
48.2749;-20;124;25;0.8182;1.0785
48.2849;-22;128;24;0.8183;1.0402
48.2949;-24;129;22;0.8184;1.0879
48.3049;-27;130;20;0.8185;1.2187
48.3149;-29;132;18;0.8186;1.3447
48.3249;-31;134;17;0.8187;1.1960
48.3349;-33;137;15;0.8188;1.4425
48.3449;-35;138;12;0.8189;1.3138
48.3549;-36;140;10;0.8190;1.3247
48.3649;-38;142;8;0.8191;1.4047
48.3749;-40;144;7;0.8193;1.3407
48.3849;-41;147;4;0.8194;1.5019
48.3949;-43;149;2;0.8195;1.3146
48.4049;-44;151;0;0.8196;1.3834
48.4149;-45;153;-2;0.8197;1.3327
48.4249;-46;155;-3;0.8198;1.2784
48.4349;-47;157;-6;0.8199;1.2262
48.4449;-48;158;-8;0.8200;1.1220
48.4549;-48;160;-10;0.8201;1.1468
48.4649;-49;161;-11;0.8202;1.0250
48.4749;-49;163;-13;0.8203;0.9229
48.4849;-49;165;-15;0.8204;0.8688
48.4949;-49;165;-16;0.8206;0.7329
48.5049;-49;167;-17;0.8207;0.6256
48.5149;-49;168;-18;0.8208;0.6152
48.5249;-49;169;-20;0.8209;0.3383
48.5349;-49;169;-20;0.8210;0.2813
48.5449;-48;169;-20;0.8211;0.1147
48.5549;-47;170;-21;0.8212;0.0364
48.5649;-47;170;-21;0.8213;-0.1141
48.5749;-46;171;-21;0.8214;-0.2343
48.5849;-45;171;-21;0.8215;-0.3398
48.5949;-43;171;-21;0.8216;-0.4336
48.6049;-42;171;-20;0.8217;-0.5368
48.6149;-41;170;-20;0.8219;-0.5991
48.6249;-39;170;-20;0.8220;-0.6708
48.6349;-38;170;-20;0.8221;-0.6921
48.6449;-36;170;-20;0.8222;-0.7390
48.6549;-34;169;-19;0.8223;-0.8099
48.6649;-32;169;-19;0.8224;-0.8453
48.6749;-30;168;-19;0.8225;-0.8006
48.6849;-28;167;-18;0.8226;-0.7774
48.6949;-26;167;-18;0.8227;-0.7955
48.7049;-24;165;-18;0.8228;-0.7585
48.7149;-21;165;-17;0.8229;-0.6481
48.7249;-19;164;-16;0.8231;-0.8869
48.7349;-17;163;-14;0.8232;-0.6559
48.7449;-14;162;-14;0.8233;-0.7084
48.7549;-12;161;-13;0.8234;-0.8517
48.7649;-9;160;-13;0.8235;-0.6785
48.7749;-7;159;-11;0.8236;-0.9684
48.7849;-4;158;-9;0.8237;-0.7662
48.7949;-2;157;-8;0.8238;-0.7715
48.8049;0;155;-7;0.8239;-0.9133
48.8149;3;154;-5;0.8240;-0.9703
48.8249;5;153;-4;0.8241;-0.9796
48.8349;8;151;-3;0.8243;-1.0785
48.8449;10;148;0;0.8244;-1.1555
48.8549;13;145;2;0.8245;-1.1278
48.8649;15;142;4;0.8246;-1.1651
48.8749;18;138;8;0.8247;-1.2405
48.8849;20;135;12;0.8248;-1.2184
48.8949;22;134;15;0.8249;-1.3990
48.9049;25;132;17;0.8250;-1.3846
48.9149;27;129;19;0.8251;-1.3460
48.9249;29;128;20;0.8252;-1.2762
48.9349;31;125;22;0.8254;-1.4718
48.9449;33;123;25;0.8255;-1.3044
48.9549;35;121;27;0.8256;-1.4491
48.9649;37;119;29;0.8257;-1.2106
48.9749;38;117;31;0.8258;-1.3676
48.9849;40;115;34;0.8259;-1.2818
48.9949;41;113;36;0.8260;-1.2125
49.0049;43;111;37;0.8261;-1.2927
49.0149;44;110;39;0.8262;-1.0329
49.0249;45;107;41;0.8263;-1.1528
49.0349;46;106;43;0.8265;-0.9066
49.0449;47;105;44;0.8266;-0.9572
49.0549;48;102;46;0.8267;-0.8967
49.0649;48;102;47;0.8268;-0.6162
49.0749;49;101;48;0.8269;-0.6479
49.0849;49;100;50;0.8270;-0.4835
49.0949;49;98;51;0.8271;-0.5056
49.1049;49;98;52;0.8272;-0.2479
49.1149;49;97;53;0.8273;-0.1837
49.1249;49;96;54;0.8274;-0.0387
49.1349;49;96;54;0.8276;0.0521
49.1449;48;96;54;0.8277;0.1494
49.1549;48;95;54;0.8278;0.2362
49.1649;47;95;55;0.8279;0.3228
49.1749;46;95;55;0.8280;0.4334
49.1849;45;95;55;0.8281;0.4913
49.1949;44;95;55;0.8282;0.5517
49.2049;43;95;55;0.8283;0.5912
49.2149;42;95;55;0.8284;0.6335
49.2249;40;96;55;0.8285;0.6701
49.2349;39;96;55;0.8287;0.6226
49.2449;37;97;55;0.8288;0.6290
49.2549;35;97;55;0.8289;0.6351
49.2649;33;97;54;0.8290;0.6756
49.2749;31;98;53;0.8291;0.6290
49.2849;29;99;53;0.8292;0.6570
49.2949;27;99;52;0.8293;0.6578
49.3049;25;101;52;0.8294;0.7148
49.3149;23;101;51;0.8295;0.6082
49.3249;20;102;50;0.8297;0.6722
49.3349;18;102;50;0.8298;0.5544
49.3449;15;103;48;0.8299;0.7135
49.3549;13;103;47;0.8300;0.5776
49.3649;10;104;46;0.8301;0.5584
49.3749;8;105;46;0.8302;0.6319
49.3849;5;107;45;0.8303;0.6463
49.3949;3;108;44;0.8304;0.6002
49.4049;0;108;43;0.8305;0.6218
49.4149;-2;109;42;0.8307;0.6767
49.4249;-4;111;41;0.8308;0.8334
49.4349;-7;112;40;0.8309;0.8145
49.4449;-9;113;38;0.8310;0.8518
49.4549;-12;114;36;0.8311;0.8699
49.4649;-14;116;34;0.8312;1.0079
49.4749;-17;119;31;0.8313;1.0212
49.4849;-19;123;28;0.8314;1.0324
49.4949;-22;127;24;0.8315;1.2206
49.5049;-24;129;22;0.8317;0.9099
49.5149;-26;130;21;0.8318;1.2890
49.5249;-28;132;18;0.8319;1.3458
49.5348;-30;134;17;0.8320;1.2363
49.5450;-32;137;15;0.8321;1.3988
49.5563;-35;138;12;0.8322;1.4836
49.5659;-36;140;10;0.8323;1.3130
49.5759;-38;142;8;0.8324;1.2731
49.5859;-40;144;6;0.8326;1.2898
49.5959;-41;147;3;0.8327;1.3796
49.6059;-43;149;2;0.8328;1.1952
49.6159;-44;151;0;0.8329;1.3402
49.6259;-45;153;-2;0.8330;1.1795
49.6359;-46;155;-4;0.8331;1.2070
49.6459;-47;157;-7;0.8332;1.0236
49.6559;-48;158;-9;0.8333;1.0029
49.6659;-48;160;-11;0.8335;0.9573
49.6759;-49;161;-12;0.8336;0.9125
49.6859;-49;163;-14;0.8337;0.8025
49.6959;-49;165;-15;0.8338;0.6040
49.7059;-49;165;-16;0.8339;0.5997
49.7159;-49;167;-18;0.8340;0.4691
49.7259;-49;167;-19;0.8341;0.4481
49.7359;-49;168;-20;0.8342;0.2421
49.7459;-48;169;-20;0.8343;0.1598
49.7559;-48;169;-21;0.8345;0.0383
49.7659;-47;169;-21;0.8346;-0.0665
49.7759;-46;170;-21;0.8347;-0.1621
49.7859;-45;170;-21;0.8348;-0.2802
49.7959;-44;170;-21;0.8349;-0.3926
49.8059;-43;170;-21;0.8350;-0.4704
49.8159;-42;170;-20;0.8351;-0.5394
49.8259;-40;170;-20;0.8352;-0.5927
49.8359;-39;170;-20;0.8354;-0.6495
49.8459;-37;170;-20;0.8355;-0.6862
49.8559;-35;169;-20;0.8356;-0.7550
49.8659;-33;169;-20;0.8357;-0.7902
49.8759;-31;168;-19;0.8358;-0.7582
49.8859;-29;167;-19;0.8359;-0.7193
49.8959;-27;167;-18;0.8360;-0.7438
49.9059;-25;165;-18;0.8361;-0.7446
49.9159;-22;165;-17;0.8363;-0.5885
49.9259;-20;164;-16;0.8364;-0.8067
49.9359;-18;163;-14;0.8365;-0.6353
49.9459;-15;162;-14;0.8366;-0.6180
49.9559;-13;161;-13;0.8367;-0.7918
49.9659;-10;160;-13;0.8368;-0.6116
49.9759;-8;159;-11;0.8369;-0.9031
49.9859;-5;158;-9;0.8370;-0.7369
49.9959;-2;157;-8;0.8372;-0.7395
50.0059;0;155;-8;0.8373;-0.8802
50.0159;2;154;-6;0.8374;-0.9972
50.0259;5;153;-4;0.8375;-1.0342
50.0359;7;152;-2;0.8376;-1.0881
50.0459;10;149;0;0.8377;-1.1158
50.0559;12;146;2;0.8378;-1.1347
50.0659;15;143;3;0.8380;-1.1821
50.0759;17;139;5;0.8381;-1.2546
50.0859;20;135;8;0.8382;-1.4363
50.0959;22;134;13;0.8383;-1.2168
50.1059;24;132;18;0.8384;-1.5387
50.1159;27;130;19;0.8385;-1.2890
50.1259;29;128;21;0.8386;-1.4414
50.1359;31;125;24;0.8387;-1.5698
50.1459;33;124;26;0.8389;-1.2988
50.1559;35;121;28;0.8390;-1.5296
50.1659;37;119;30;0.8391;-1.2325
50.1759;38;118;32;0.8392;-1.3298
50.1859;40;115;34;0.8393;-1.3244
50.1959;41;114;36;0.8394;-1.2072
50.2059;43;111;38;0.8395;-1.4017
50.2159;44;110;40;0.8397;-1.0564
50.2259;45;108;41;0.8398;-1.0969
50.2359;46;106;43;0.8399;-0.9799
50.2459;47;105;45;0.8400;-0.9583
50.2559;48;103;47;0.8401;-0.9506
50.2659;48;102;48;0.8402;-0.6561
50.2759;49;101;49;0.8403;-0.7017
50.2859;49;100;50;0.8405;-0.4995
50.2959;49;99;52;0.8406;-0.5578
50.3059;49;98;53;0.8407;-0.2407
50.3159;49;97;54;0.8408;-0.2213
50.3259;49;97;54;0.8409;-0.1219
50.3359;49;96;55;0.8410;-0.0315
50.3459;48;96;55;0.8411;0.0441
50.3559;48;96;56;0.8412;0.1246
50.3659;47;95;56;0.8414;0.1912
50.3759;46;95;56;0.8415;0.2722
50.3859;45;95;56;0.8416;0.3452
50.3959;44;95;56;0.8417;0.5238
50.4059;43;95;56;0.8418;0.5765
50.4159;41;96;56;0.8419;0.6301
50.4259;40;96;56;0.8420;0.6618
50.4359;38;96;56;0.8422;0.6783
50.4459;36;97;55;0.8423;0.7039
50.4559;34;97;55;0.8424;0.7287
50.4659;32;98;54;0.8425;0.7042
50.4759;30;99;54;0.8426;0.7636
50.4859;28;99;53;0.8427;0.7145
50.4959;26;100;52;0.8428;0.7782
50.5059;24;101;52;0.8430;0.7868
50.5159;21;101;51;0.8431;0.6623
50.5259;19;102;50;0.8432;0.7265
50.5359;17;103;49;0.8433;0.6104
50.5459;14;103;48;0.8434;0.7273
50.5559;11;104;47;0.8435;0.5744
50.5659;9;105;46;0.8436;0.5880
50.5759;6;107;46;0.8438;0.7724
50.5859;4;108;45;0.8439;0.5938
50.5959;1;108;44;0.8440;0.6173
50.6059;-1;109;42;0.8441;0.7074
50.6159;-3;111;41;0.8442;0.8523
50.6259;-6;112;40;0.8443;0.7249
50.6359;-9;113;39;0.8445;0.8670
50.6459;-11;113;36;0.8446;0.8656
50.6559;-14;115;34;0.8447;1.0764
50.6659;-16;119;31;0.8448;1.0239
50.6759;-19;123;27;0.8449;1.0519
50.6859;-21;127;23;0.8450;1.3229
50.6959;-24;130;22;0.8451;1.0218
50.7059;-26;130;21;0.8453;1.3016
50.7159;-28;132;18;0.8454;1.3285
50.7259;-30;134;16;0.8455;1.2288
50.7359;-32;137;15;0.8456;1.3274
50.7459;-34;139;12;0.8457;1.3210
50.7559;-36;140;10;0.8458;1.3122
50.7659;-38;142;8;0.8459;1.3050
50.7759;-39;145;6;0.8461;1.3876
50.7859;-41;147;3;0.8462;1.3589
50.7959;-42;149;2;0.8463;1.2328
50.8059;-44;151;-1;0.8464;1.3637
50.8159;-45;153;-2;0.8465;1.1830
50.8259;-46;155;-4;0.8466;1.2339
50.8359;-47;157;-7;0.8468;1.0703
50.8459;-48;159;-9;0.8469;1.0404
50.8559;-48;160;-11;0.8470;0.9416
50.8659;-49;162;-12;0.8471;0.9432
50.8759;-49;163;-14;0.8472;0.9029
50.8859;-49;165;-15;0.8473;0.5885
50.8959;-49;166;-16;0.8474;0.6994
50.9059;-49;167;-18;0.8476;0.4667
50.9159;-49;168;-19;0.8477;0.4518
50.9259;-49;169;-20;0.8478;0.2488
50.9359;-48;169;-20;0.8479;0.1598
50.9459;-48;170;-21;0.8480;0.0788
50.9559;-47;171;-21;0.8481;-0.0569
50.9659;-46;171;-21;0.8483;-0.1594
50.9759;-45;171;-21;0.8484;-0.2754
50.9859;-44;171;-21;0.8485;-0.3894
50.9959;-43;171;-21;0.8486;-0.4853
51.0059;-41;171;-21;0.8487;-0.5679
51.0159;-40;170;-20;0.8488;-0.6401
51.0259;-38;170;-20;0.8490;-0.6910
51.0359;-36;170;-20;0.8491;-0.7342
51.0459;-35;170;-20;0.8492;-0.7481
51.0559;-33;169;-19;0.8493;-0.8522
51.0659;-31;168;-19;0.8494;-0.8357
51.0759;-28;167;-19;0.8495;-0.7664
51.0859;-26;167;-18;0.8497;-0.7569
51.0959;-24;165;-18;0.8498;-0.7779
51.1059;-22;165;-17;0.8499;-0.6018
51.1159;-19;163;-16;0.8500;-0.8211
51.1259;-17;163;-14;0.8501;-0.6330
51.1359;-14;162;-14;0.8502;-0.6580
51.1459;-12;161;-13;0.8504;-0.7811
51.1559;-9;159;-12;0.8505;-0.6719
51.1659;-6;158;-10;0.8506;-0.9578
51.1759;-4;158;-8;0.8507;-0.7843
51.1859;-1;156;-8;0.8508;-0.8507
51.1959;1;155;-7;0.8509;-0.9202
51.2059;3;153;-5;0.8511;-0.9506
51.2159;6;153;-4;0.8512;-1.0438
51.2258;9;151;-2;0.8513;-1.1152
51.2364;11;148;0;0.8514;-1.1808
51.2460;14;145;2;0.8515;-1.2325
51.2575;17;142;4;0.8517;-1.2543
51.2669;19;138;6;0.8518;-1.3223
51.2769;22;134;10;0.8519;-1.5504
51.2869;24;133;16;0.8520;-1.3748
51.2969;26;130;19;0.8521;-1.4726
51.3069;28;129;20;0.8522;-1.4246
51.3169;31;127;22;0.8523;-1.6029
51.3269;33;124;25;0.8525;-1.5680
51.3369;35;122;27;0.8526;-1.6242
51.3469;36;120;29;0.8527;-1.5738
51.3569;38;119;31;0.8528;-1.5874
51.3669;40;115;34;0.8529;-1.7566
51.3769;41;114;35;0.8531;-1.4414
51.3869;43;112;37;0.8532;-1.7015
51.3969;44;110;39;0.8533;-1.2810
51.4069;45;108;41;0.8534;-1.3524
51.4169;46;106;43;0.8535;-1.2837
51.4269;47;105;45;0.8536;-1.2026
51.4369;48;103;47;0.8538;-1.2261
51.4469;48;101;48;0.8539;-0.9069
51.4569;49;101;49;0.8540;-0.9588
51.4669;49;99;51;0.8541;-0.7934
51.4769;49;98;52;0.8542;-0.6958
51.4869;49;97;53;0.8543;-0.6012
51.4969;49;97;54;0.8545;-0.4728
51.5069;49;96;54;0.8546;-0.3897
51.5169;49;95;55;0.8547;-0.2786
51.5269;48;95;56;0.8548;-0.2010
51.5369;48;95;56;0.8549;-0.1120
51.5469;47;94;57;0.8550;0.1816
51.5569;46;94;57;0.8552;0.2560
51.5669;45;94;57;0.8553;0.3149
51.5769;43;94;57;0.8554;0.3745
51.5869;42;94;57;0.8555;0.4302
51.5969;41;94;57;0.8556;0.4795
51.6069;39;94;57;0.8558;0.5075
51.6169;37;94;57;0.8559;0.5355
51.6269;36;95;56;0.8560;0.5515
51.6369;34;95;56;0.8561;0.5773
51.6469;32;96;55;0.8562;0.5379
51.6569;30;97;55;0.8563;0.5267
51.6669;27;97;54;0.8565;0.6074
51.6769;25;98;53;0.8566;0.5755
51.6869;23;99;53;0.8567;0.5371
51.6969;20;100;52;0.8568;0.5917
51.7069;18;101;51;0.8569;0.6173
51.7169;15;102;50;0.8571;0.5624
51.7269;13;103;50;0.8572;0.5973
51.7369;10;103;48;0.8573;0.7068
51.7469;7;104;46;0.8574;0.6106
51.7569;5;105;46;0.8575;0.6935
51.7669;2;108;45;0.8576;0.7745
51.7769;0;109;44;0.8578;0.8704
51.7869;-2;109;42;0.8579;0.7380
51.7969;-5;110;41;0.8580;0.9477
51.8069;-8;113;40;0.8581;0.9160
51.8169;-10;115;38;0.8582;1.0071
51.8269;-13;117;35;0.8584;1.0783
51.8369;-15;119;33;0.8585;1.1364
51.8469;-18;123;29;0.8586;1.1915
51.8569;-20;127;25;0.8587;1.2845
51.8669;-23;129;22;0.8588;1.4047
51.8769;-25;130;21;0.8590;1.4630
51.8869;-28;132;19;0.8591;1.4396
51.8969;-30;134;16;0.8592;1.4713
51.9069;-32;137;15;0.8593;1.5424
51.9169;-34;139;12;0.8594;1.5843
51.9269;-36;141;9;0.8595;1.5654
51.9369;-38;143;8;0.8597;1.4892
51.9469;-39;145;6;0.8598;1.5299
51.9569;-41;148;3;0.8599;1.5579
51.9669;-42;150;1;0.8600;1.3762
51.9769;-44;152;-2;0.8601;1.4937
51.9869;-45;154;-3;0.8603;1.3397
51.9969;-46;156;-6;0.8604;1.3975
52.0069;-47;158;-8;0.8605;1.2816
52.0169;-48;160;-10;0.8606;1.2872
52.0269;-48;161;-12;0.8607;1.1409
52.0369;-49;163;-14;0.8609;1.0828
52.0469;-49;165;-16;0.8610;0.8776
52.0569;-49;166;-17;0.8611;0.8744
52.0669;-49;167;-19;0.8612;0.7519
52.0769;-49;168;-20;0.8613;0.6485
52.0869;-49;169;-20;0.8615;0.5174
52.0969;-49;169;-21;0.8616;0.4230
52.1069;-48;170;-21;0.8617;0.3034
52.1169;-48;171;-22;0.8618;0.1726
52.1269;-47;171;-22;0.8619;0.0894
52.1369;-46;171;-23;0.8621;-0.0406
52.1469;-45;171;-23;0.8622;-0.1123
52.1569;-44;171;-23;0.8623;-0.2154
52.1669;-42;171;-23;0.8624;-0.2887
52.1769;-41;171;-23;0.8625;-0.3596
52.1869;-39;171;-23;0.8627;-0.4222
52.1969;-38;170;-23;0.8628;-0.4717
52.2069;-36;170;-23;0.8629;-0.4875
52.2169;-34;170;-22;0.8630;-0.5333
52.2269;-32;169;-21;0.8631;-0.6044
52.2369;-30;168;-20;0.8633;-0.6764
52.2469;-28;168;-20;0.8634;-0.5575
52.2569;-25;167;-19;0.8635;-0.5861
52.2669;-23;166;-18;0.8636;-0.6532
52.2769;-21;165;-18;0.8637;-0.5591
52.2869;-18;164;-16;0.8639;-0.6737
52.2969;-16;163;-14;0.8640;-0.6849
52.3069;-13;162;-14;0.8641;-0.5687
52.3169;-10;161;-13;0.8642;-0.7656
52.3269;-8;159;-12;0.8643;-0.7113
52.3369;-5;158;-10;0.8645;-1.0057
52.3469;-2;157;-8;0.8646;-0.8733
52.3569;0;156;-8;0.8647;-0.9732
52.3669;2;154;-6;0.8648;-1.1264
52.3769;5;153;-4;0.8649;-1.1147
52.3869;8;151;-2;0.8651;-1.1608
52.3969;10;148;0;0.8652;-1.2525
52.4069;13;146;2;0.8653;-1.2735
52.4169;15;143;4;0.8654;-1.3420
52.4269;18;138;6;0.8655;-1.3966
52.4369;20;134;10;0.8657;-1.7044
52.4469;23;133;16;0.8658;-1.3460
52.4569;25;131;19;0.8659;-1.4521
52.4669;28;129;20;0.8660;-1.5181
52.4769;30;127;22;0.8661;-1.5909
52.4869;32;124;24;0.8663;-1.6831
52.4969;34;122;27;0.8664;-1.6015
52.5069;36;120;29;0.8665;-1.6900
52.5169;38;119;30;0.8666;-1.5405
52.5269;39;115;33;0.8668;-1.7601
52.5369;41;114;35;0.8669;-1.4409
52.5469;42;112;37;0.8670;-1.6394
52.5569;44;110;39;0.8671;-1.2959
52.5669;45;109;41;0.8672;-1.3329
52.5769;46;106;43;0.8674;-1.3084
52.5869;47;105;45;0.8675;-1.1688
52.5969;48;103;46;0.8676;-1.2152
52.6069;48;101;48;0.8677;-0.8986
52.6169;49;101;49;0.8678;-0.9271
52.6269;49;100;50;0.8680;-0.7369
52.6369;49;98;52;0.8681;-0.7326
52.6469;49;97;53;0.8682;-0.5077
52.6569;49;97;54;0.8683;-0.4803
52.6669;49;96;54;0.8684;-0.3732
52.6769;49;96;54;0.8686;-0.2564
52.6869;48;95;55;0.8687;-0.1952
52.6969;48;95;55;0.8688;-0.0587
52.7069;47;95;56;0.8689;0.1880
52.7169;46;95;56;0.8691;0.2981
52.7269;45;95;56;0.8692;0.3623
52.7369;43;95;56;0.8693;0.4417
52.7469;42;95;56;0.8694;0.4974
52.7569;41;95;56;0.8695;0.5198
52.7669;39;96;56;0.8697;0.5621
52.7769;37;96;56;0.8698;0.5909
52.7869;35;97;55;0.8699;0.6008
52.7969;33;97;55;0.8700;0.6146
52.8069;31;98;54;0.8702;0.6181
52.8169;29;99;54;0.8703;0.6594
52.8269;27;99;53;0.8704;0.6045
52.8369;25;100;52;0.8705;0.6527
52.8469;22;101;52;0.8706;0.6799
52.8569;20;102;51;0.8708;0.5808
52.8669;17;103;50;0.8709;0.5858
52.8769;15;103;49;0.8710;0.6333
52.8869;12;103;47;0.8711;0.5776
52.8969;9;104;46;0.8713;0.5320
52.9069;7;106;46;0.8714;0.7393
52.9169;4;108;45;0.8715;0.5997
52.9269;1;108;44;0.8716;0.6474
52.9368;-1;109;42;0.8717;0.7998
52.9471;-3;111;40;0.8719;0.9330
52.9570;-6;112;39;0.8720;0.8584
52.9669;-9;113;38;0.8721;0.9144
52.9769;-11;114;36;0.8722;0.9994
52.9869;-14;116;34;0.8724;1.0367
52.9969;-17;119;32;0.8725;1.0889
53.0069;-19;123;30;0.8726;1.1217
53.0169;-22;128;25;0.8727;1.2421
53.0269;-24;130;21;0.8728;1.2749
53.0369;-26;131;20;0.8730;1.3263
53.0469;-29;132;18;0.8731;1.4204
53.0569;-31;135;16;0.8732;1.4385
53.0669;-33;137;13;0.8733;1.4764
53.0769;-35;139;11;0.8735;1.4825
53.0869;-37;141;9;0.8736;1.6059
53.0969;-39;143;7;0.8737;1.4870
53.1069;-40;146;5;0.8738;1.5361
53.1169;-42;148;2;0.8740;1.4916
53.1269;-43;150;1;0.8741;1.4175
53.1369;-44;152;-2;0.8742;1.4161
53.1469;-46;154;-3;0.8743;1.3173
53.1569;-47;156;-6;0.8744;1.3479
53.1669;-47;158;-8;0.8746;1.2595
53.1769;-48;160;-10;0.8747;1.2451
53.1869;-49;161;-12;0.8748;1.1337
53.1969;-49;163;-14;0.8749;1.0684
53.2069;-49;165;-16;0.8751;0.8710
53.2169;-49;166;-17;0.8752;0.8816
53.2269;-49;167;-19;0.8753;0.7612
53.2369;-49;168;-20;0.8754;0.6642
53.2469;-49;169;-20;0.8756;0.5350
53.2569;-48;170;-21;0.8757;0.4374
53.2669;-48;170;-21;0.8758;0.3218
53.2769;-47;171;-22;0.8759;0.1838
53.2869;-46;171;-22;0.8760;0.0913
53.2969;-45;171;-22;0.8762;-0.0110
53.3069;-44;171;-23;0.8763;-0.1075
53.3169;-42;171;-23;0.8764;-0.1834
53.3269;-41;171;-23;0.8765;-0.2668
53.3369;-39;171;-23;0.8767;-0.3345
53.3469;-38;170;-23;0.8768;-0.4027
53.3569;-36;170;-22;0.8769;-0.4491
53.3669;-34;170;-22;0.8770;-0.4779
53.3769;-32;169;-21;0.8772;-0.5898
53.3869;-30;169;-20;0.8773;-0.6769
53.3969;-27;168;-20;0.8774;-0.5722
53.4069;-25;167;-19;0.8775;-0.5831
53.4169;-23;167;-18;0.8777;-0.6436
53.4269;-20;165;-18;0.8778;-0.6423
53.4369;-18;165;-17;0.8779;-0.5450
53.4469;-15;163;-15;0.8780;-0.8195
53.4569;-12;163;-14;0.8782;-0.5754
53.4669;-10;161;-13;0.8783;-0.7779
53.4769;-7;159;-13;0.8784;-0.6870
53.4869;-4;157;-11;0.8785;-1.0401
53.4969;-2;156;-8;0.8787;-0.8994
53.5069;0;156;-8;0.8788;-0.8869
53.5169;3;155;-6;0.8789;-1.2125
53.5269;6;152;-4;0.8790;-1.1222
53.5369;8;150;-2;0.8792;-1.2186
53.5469;11;147;0;0.8793;-1.2645
53.5569;14;145;2;0.8794;-1.3244
53.5669;16;142;4;0.8795;-1.3873
53.5769;19;138;7;0.8796;-1.4187
53.5869;21;134;12;0.8798;-1.6722
53.5969;24;133;16;0.8799;-1.6428
53.6069;26;130;18;0.8800;-1.7063
53.6169;29;129;20;0.8801;-1.6077
53.6269;31;126;22;0.8803;-1.7249
53.6369;33;124;24;0.8804;-1.6847
53.6469;35;122;27;0.8805;-1.6921
53.6569;37;119;29;0.8806;-1.6205
53.6669;39;118;31;0.8808;-1.6420
53.6769;40;115;34;0.8809;-1.6522
53.6869;42;113;36;0.8810;-1.4806
53.6969;43;111;38;0.8811;-1.6279
53.7069;44;110;39;0.8813;-1.3010
53.7169;46;107;41;0.8814;-1.4033
53.7269;47;105;43;0.8815;-1.1899
53.7369;47;104;45;0.8816;-1.1811
53.7469;48;102;47;0.8818;-1.1323
53.7569;49;101;48;0.8819;-0.9471
53.7669;49;101;49;0.8820;-0.8435
53.7769;49;99;50;0.8821;-0.7374
53.7869;49;98;52;0.8823;-0.6655
53.7969;49;97;53;0.8824;-0.4989
53.8069;49;97;53;0.8825;-0.4496
53.8169;49;96;54;0.8827;-0.3281
53.8269;48;96;54;0.8828;-0.2301
53.8369;48;95;54;0.8829;-0.1347
53.8469;47;95;55;0.8830;-0.0225
53.8569;46;95;55;0.8832;0.2472
53.8669;45;95;55;0.8833;0.3380
53.8769;44;95;55;0.8834;0.3924
53.8869;42;95;55;0.8835;0.4462
53.8969;41;96;55;0.8837;0.5022
53.9069;39;96;55;0.8838;0.5475
53.9169;37;96;55;0.8839;0.5496
53.9269;35;97;55;0.8840;0.5707
53.9369;33;97;55;0.8842;0.5938
53.9469;31;98;54;0.8843;0.6343
53.9569;29;98;54;0.8844;0.6423
53.9669;27;99;53;0.8845;0.6101
53.9769;25;100;52;0.8847;0.6394
53.9869;22;101;51;0.8848;0.7127
53.9969;20;102;51;0.8849;0.5685
54.0069;17;102;50;0.8850;0.6365
54.0169;14;103;49;0.8852;0.6575
54.0269;12;103;47;0.8853;0.6493
54.0369;9;104;46;0.8854;0.5659
54.0469;6;105;46;0.8855;0.6978
54.0569;3;108;45;0.8857;0.7036
54.0669;1;109;43;0.8858;0.6831
54.0769;-1;109;42;0.8859;0.7287
54.0869;-4;110;40;0.8861;0.9003
54.0969;-7;113;39;0.8862;0.8947
54.1069;-9;114;37;0.8863;0.9853
54.1169;-12;115;35;0.8864;1.0191
54.1269;-15;116;33;0.8866;1.0807
54.1369;-17;119;31;0.8867;1.1260
54.1469;-20;122;27;0.8868;1.1843
54.1569;-22;127;22;0.8869;1.3314
54.1669;-25;131;21;0.8871;1.2091
54.1769;-27;131;19;0.8872;1.4612
54.1869;-30;133;17;0.8873;1.4340
54.1969;-32;136;15;0.8874;1.5057
54.2069;-34;138;12;0.8876;1.5022
54.2169;-36;140;10;0.8877;1.4745
54.2269;-38;142;8;0.8878;1.5611
54.2369;-39;145;6;0.8880;1.4921
54.2469;-41;147;3;0.8881;1.6349
54.2569;-42;149;2;0.8882;1.4111
54.2669;-44;151;-1;0.8883;1.5419
54.2769;-45;153;-2;0.8885;1.3890
54.2869;-46;155;-5;0.8886;1.4524
