t;u;yr;yl;freq;dtheta
16.3457;-27;-5754;4898;0.1372;-0.0142
16.3557;-27;-5707;4849;0.1372;0.0108
16.3657;-26;-5661;4800;0.1372;0.0540
16.3757;-26;-5616;4752;0.1373;-0.0774
16.3857;-26;-5571;4704;0.1373;-0.0427
16.3957;-25;-5526;4656;0.1373;-0.0361
16.4057;-25;-5482;4608;0.1374;-0.0190
16.4157;-25;-5437;4560;0.1374;0.0124
16.4257;-24;-5393;4512;0.1374;-0.0513
16.4357;-24;-5349;4465;0.1375;-0.0137
16.4457;-24;-5306;4418;0.1375;-0.0467
16.4557;-23;-5262;4371;0.1375;0.0103
16.4657;-23;-5219;4324;0.1376;0.0505
16.4757;-22;-5176;4278;0.1376;-0.0803
16.4857;-22;-5133;4232;0.1376;0.0732
16.4957;-22;-5091;4186;0.1377;-0.0244
16.5057;-21;-5049;4141;0.1377;0.0143
16.5157;-21;-5007;4096;0.1377;-0.0361
16.5257;-20;-4966;4051;0.1378;-0.0009
16.5357;-20;-4925;4006;0.1378;-0.0361
16.5457;-20;-4884;3962;0.1378;0.0367
16.5557;-19;-4844;3918;0.1378;-0.0872
16.5657;-19;-4804;3874;0.1379;0.0580
16.5757;-18;-4764;3831;0.1379;-0.0193
16.5857;-18;-4726;3788;0.1379;-0.0670
16.5957;-18;-4687;3746;0.1380;0.0604
16.6057;-17;-4648;3704;0.1380;0.0130
16.6157;-17;-4610;3662;0.1380;-0.0174
16.6257;-16;-4573;3621;0.1381;0.1083
16.6357;-16;-4536;3580;0.1381;-0.1040
16.6457;-16;-4500;3539;0.1381;0.0513
16.6557;-15;-4464;3499;0.1382;-0.0217
16.6657;-15;-4428;3460;0.1382;-0.0225
16.6757;-14;-4393;3420;0.1382;-0.0851
16.6857;-14;-4358;3382;0.1383;0.0356
16.6957;-14;-4324;3343;0.1383;0.1409
16.7057;-13;-4290;3305;0.1383;-0.0832
16.7157;-13;-4257;3268;0.1384;-0.0068
16.7257;-12;-4225;3231;0.1384;-0.0281
16.7357;-12;-4193;3194;0.1384;-0.0177
16.7457;-11;-4161;3158;0.1384;0.0732
16.7557;-11;-4130;3123;0.1385;0.0332
16.7657;-11;-4100;3088;0.1385;-0.0462
16.7757;-10;-4070;3053;0.1385;0.0010
16.7857;-10;-4041;3020;0.1386;0.0572
16.7957;-9;-4012;2986;0.1386;-0.0254
16.8057;-9;-3984;2954;0.1386;-0.0406
16.8157;-8;-3958;2922;0.1387;-0.0198
16.8257;-8;-3931;2890;0.1387;0.0481
16.8357;-8;-3905;2859;0.1387;-0.0004
16.8457;-7;-3880;2830;0.1388;-0.0174
16.8557;-7;-3856;2800;0.1388;0.0689
16.8657;-6;-3832;2772;0.1388;0.0196
16.8757;-6;-3809;2744;0.1389;0.0625
16.8857;-5;-3787;2717;0.1389;0.0172
16.8957;-5;-3766;2691;0.1389;-0.0014
16.9057;-5;-3746;2666;0.1390;0.1182
16.9157;-4;-3726;2642;0.1390;-0.0774
16.9257;-4;-3707;2618;0.1390;0.0340
16.9357;-3;-3690;2595;0.1391;0.0026
16.9457;-3;-3673;2573;0.1391;-0.0571
16.9557;-2;-3657;2552;0.1391;0.0396
16.9657;-2;-3642;2532;0.1391;-0.0329
16.9757;-2;-3628;2513;0.1392;0.0279
16.9857;-1;-3614;2495;0.1392;-0.0542
16.9957;-1;-3603;2478;0.1392;-0.0001
17.0057;0;-3592;2461;0.1393;0.0308
17.0157;0;-3581;2446;0.1393;-0.0062
17.0257;0;-3572;2432;0.1393;-0.0515
17.0357;0;-3564;2418;0.1394;0.0276
17.0457;1;-3556;2406;0.1394;0.0111
17.0557;1;-3550;2394;0.1394;-0.0022
17.0657;1;-3544;2384;0.1395;-0.0238
17.0757;2;-3540;2375;0.1395;0.0417
17.0857;2;-3536;2367;0.1395;-0.0054
17.0959;3;-3533;2359;0.1396;0.0268
17.1058;3;-3532;2353;0.1396;-0.0454
17.1157;4;-3532;2348;0.1396;-0.0094
17.1257;4;-3533;2344;0.1397;-0.0851
17.1357;4;-3534;2342;0.1397;0.0463
17.1457;5;-3534;2340;0.1397;0.0692
17.1557;5;-3534;2340;0.1398;0.0412
17.1657;6;-3534;2341;0.1398;0.0204
17.1757;6;-3534;2342;0.1398;-0.0054
17.1857;7;-3534;2342;0.1399;0.0135
17.1957;7;-3534;2344;0.1399;-0.0190
17.2057;8;-3534;2344;0.1399;-0.0041
17.2157;8;-3534;2343;0.1400;-0.0025
17.2257;8;-3534;2343;0.1400;0.0060
17.2357;9;-3534;2343;0.1400;0.0063
17.2457;9;-3535;2343;0.1401;0.0012
17.2557;10;-3535;2344;0.1401;0.0002
17.2657;10;-3535;2344;0.1401;0.0044
17.2757;11;-3536;2344;0.1402;-0.0033
17.2857;11;-3536;2344;0.1402;0.0004
17.2957;11;-3536;2344;0.1402;-0.0009
17.3057;12;-3536;2344;0.1402;0.0002
17.3157;12;-3537;2344;0.1403;-0.0025
17.3257;13;-3538;2344;0.1403;0.0082
17.3357;13;-3540;2345;0.1403;-0.0347
17.3457;14;-3543;2346;0.1404;0.0604
17.3557;14;-3547;2348;0.1404;-0.1808
17.3657;14;-3550;2350;0.1404;0.0289
17.3757;15;-3555;2354;0.1405;0.0409
17.3857;15;-3561;2358;0.1405;-0.0044
17.3957;16;-3567;2362;0.1405;0.0449
17.4057;16;-3574;2368;0.1406;-0.0129
17.4157;16;-3582;2374;0.1406;-0.0587
17.4257;17;-3590;2381;0.1406;-0.0966
17.4357;17;-3600;2389;0.1407;0.0636
17.4457;18;-3610;2398;0.1407;0.0372
17.4557;18;-3620;2408;0.1407;0.0801
17.4657;19;-3632;2419;0.1408;0.0111
17.4757;19;-3645;2430;0.1408;0.0058
17.4857;19;-3658;2442;0.1408;0.0095
17.4957;20;-3673;2456;0.1409;0.0881
17.5057;20;-3688;2470;0.1409;-0.0006
17.5157;21;-3704;2486;0.1409;0.0463
17.5257;21;-3721;2502;0.1410;0.1739
17.5357;21;-3739;2519;0.1410;0.0415
17.5457;22;-3758;2537;0.1410;-0.0222
17.5557;22;-3778;2556;0.1411;0.0023
17.5657;23;-3798;2575;0.1411;-0.1272
17.5757;23;-3820;2596;0.1411;0.0545
17.5857;23;-3842;2618;0.1412;0.0575
17.5957;24;-3865;2640;0.1412;0.0127
17.6057;24;-3889;2664;0.1412;0.0439
17.6157;25;-3914;2688;0.1413;0.0433
17.6257;25;-3939;2712;0.1413;-0.0534
17.6357;25;-3966;2739;0.1413;0.0583
17.6457;26;-3992;2766;0.1414;-0.0161
17.6557;26;-4020;2793;0.1414;0.0324
17.6657;26;-4049;2822;0.1414;-0.0315
17.6757;27;-4078;2851;0.1415;-0.0587
17.6857;27;-4107;2881;0.1415;-0.0265
17.6957;28;-4138;2912;0.1415;0.0404
17.7057;28;-4170;2944;0.1416;0.0281
17.7157;28;-4201;2977;0.1416;-0.0094
17.7257;29;-4234;3010;0.1416;-0.0643
17.7357;29;-4267;3044;0.1417;-0.0220
17.7457;29;-4301;3078;0.1417;-0.0057
17.7557;30;-4335;3114;0.1417;-0.0033
17.7657;30;-4370;3150;0.1418;0.0199
17.7757;30;-4406;3187;0.1418;-0.0057
17.7857;31;-4442;3224;0.1418;-0.0401
17.7957;31;-4479;3262;0.1419;0.0170
17.8057;31;-4516;3301;0.1419;0.0527
17.8157;32;-4554;3340;0.1419;0.0393
17.8257;32;-4592;3379;0.1420;0.0050
17.8357;32;-4631;3420;0.1420;0.0220
17.8457;33;-4671;3460;0.1420;0.0327
17.8557;33;-4710;3502;0.1421;0.0521
17.8657;33;-4751;3544;0.1421;0.0130
17.8757;34;-4792;3586;0.1421;0.0124
17.8857;34;-4833;3628;0.1422;0.0348
17.8957;34;-4875;3672;0.1422;-0.0385
17.9057;35;-4917;3716;0.1422;0.0729
17.9157;35;-4959;3760;0.1423;-0.0950
17.9257;35;-5002;3805;0.1423;0.0247
17.9357;36;-5046;3850;0.1423;-0.0294
17.9457;36;-5090;3895;0.1424;0.0079
17.9557;36;-5134;3941;0.1424;0.0777
17.9657;37;-5178;3988;0.1424;-0.0387
17.9757;37;-5223;4034;0.1425;0.0074
17.9857;37;-5268;4081;0.1425;0.0180
17.9957;37;-5314;4128;0.1425;-0.0315
18.0057;38;-5359;4176;0.1426;-0.0062
18.0157;38;-5404;4223;0.1426;0.0068
18.0257;38;-5450;4271;0.1426;0.0505
18.0357;39;-5497;4320;0.1427;-0.0017
18.0457;39;-5544;4369;0.1427;-0.0315
18.0557;39;-5591;4418;0.1427;0.0055
18.0657;39;-5638;4467;0.1428;-0.0038
18.0757;40;-5686;4516;0.1428;-0.0342
18.0857;40;-5734;4566;0.1428;0.0401
18.0957;40;-5782;4616;0.1429;0.0489
18.1057;40;-5830;4667;0.1429;-0.0739
18.1157;41;-5879;4717;0.1429;-0.0393
18.1257;41;-5927;4768;0.1430;0.0287
18.1357;41;-5976;4819;0.1430;0.0356
18.1457;41;-6025;4870;0.1430;0.0063
18.1557;42;-6075;4922;0.1431;0.0039
18.1657;42;-6124;4973;0.1431;0.0103
18.1757;42;-6174;5025;0.1431;0.0311
18.1857;42;-6224;5077;0.1432;0.1052
18.1957;43;-6274;5129;0.1432;-0.0100
18.2057;43;-6324;5181;0.1432;0.0239
18.2157;43;-6374;5234;0.1433;0.0702
18.2257;43;-6424;5286;0.1433;0.0380
18.2357;44;-6475;5339;0.1434;0.0281
18.2457;44;-6526;5392;0.1434;-0.0254
18.2557;44;-6577;5445;0.1434;-0.0281
18.2657;44;-6629;5498;0.1435;0.0156
18.2757;44;-6680;5551;0.1435;0.0409
18.2857;45;-6732;5605;0.1435;0.0473
18.2957;45;-6784;5659;0.1436;0.0012
18.3057;45;-6836;5712;0.1436;-0.0401
18.3157;45;-6888;5767;0.1436;0.0138
18.3257;45;-6939;5821;0.1437;0.0263
18.3357;46;-6991;5875;0.1437;0.1393
18.3457;46;-7043;5929;0.1437;0.0857
18.3557;46;-7096;5984;0.1438;-0.0001
18.3657;46;-7148;6038;0.1438;-0.0206
18.3757;46;-7200;6093;0.1438;-0.0305
18.3857;46;-7253;6147;0.1439;-0.0433
18.3957;46;-7306;6202;0.1439;-0.0299
18.4057;47;-7359;6257;0.1439;-0.0078
18.4157;47;-7412;6312;0.1440;0.0276
18.4257;47;-7465;6366;0.1440;0.0215
18.4357;47;-7518;6421;0.1440;0.0452
18.4457;47;-7572;6476;0.1441;0.0359
18.4557;47;-7625;6531;0.1441;-0.0137
18.4657;47;-7678;6586;0.1441;-0.0310
18.4757;48;-7732;6641;0.1442;-0.0502
18.4857;48;-7786;6696;0.1442;-0.0329
18.4957;48;-7839;6751;0.1442;-0.0425
18.5057;48;-7893;6807;0.1443;-0.0126
18.5157;48;-7946;6862;0.1443;0.0268
18.5257;48;-8000;6918;0.1443;0.0324
18.5357;48;-8054;6973;0.1444;0.0710
18.5457;48;-8108;7029;0.1444;0.0604
18.5557;48;-8162;7085;0.1444;0.0476
18.5657;49;-8216;7141;0.1445;0.0364
18.5757;49;-8270;7197;0.1445;0.0159
18.5857;49;-8324;7253;0.1446;0.0183
18.5957;49;-8379;7309;0.1446;-0.0076
18.6057;49;-8433;7365;0.1446;-0.0204
18.6157;49;-8488;7421;0.1447;-0.0198
18.6257;49;-8542;7477;0.1447;-0.0100
18.6357;49;-8597;7533;0.1447;0.0071
18.6457;49;-8652;7590;0.1448;0.0335
18.6557;49;-8706;7646;0.1448;0.0505
18.6657;49;-8760;7702;0.1448;0.0620
18.6757;49;-8814;7758;0.1449;0.0532
18.6857;49;-8869;7814;0.1449;0.0449
18.6957;49;-8924;7870;0.1449;0.0500
18.7057;49;-8978;7927;0.1450;0.0457
18.7157;49;-9033;7983;0.1450;0.0849
18.7257;49;-9088;8039;0.1450;0.0998
18.7357;49;-9143;8095;0.1451;-0.0060
18.7457;49;-9198;8151;0.1451;0.0100
18.7557;49;-9253;8208;0.1451;0.0018
18.7657;49;-9308;8264;0.1452;0.0004
18.7757;49;-9363;8320;0.1452;0.0068
18.7857;49;-9418;8376;0.1452;0.0082
18.7958;49;-9474;8433;0.1453;-0.0665
18.8062;49;-9530;8491;0.1453;0.0601
18.8164;49;-9586;8548;0.1454;-0.0166
18.8257;49;-9637;8601;0.1454;-0.0262
18.8357;49;-9692;8657;0.1454;-0.0252
18.8457;49;-9746;8713;0.1455;-0.0225
18.8557;49;-9801;8769;0.1455;-0.0038
18.8657;49;-9856;8825;0.1455;0.0058
18.8757;49;-9911;8882;0.1456;0.0151
18.8857;49;-9966;8938;0.1456;-0.0190
18.8957;49;-10021;8994;0.1456;0.0479
18.9057;49;-10076;9050;0.1457;0.0316
18.9157;49;-10131;9106;0.1457;0.0380
18.9257;49;-10186;9162;0.1457;0.0303
18.9357;49;-10241;9218;0.1458;0.0369
18.9457;49;-10296;9275;0.1458;0.0388
18.9557;49;-10351;9331;0.1458;0.0375
18.9657;49;-10406;9387;0.1459;-0.0014
18.9757;49;-10461;9443;0.1459;0.0628
18.9857;49;-10515;9499;0.1460;0.0345
18.9957;49;-10570;9555;0.1460;0.0135
19.0057;48;-10625;9611;0.1460;0.0010
19.0157;48;-10680;9667;0.1461;-0.0073
19.0257;48;-10734;9723;0.1461;-0.0270
19.0357;48;-10789;9778;0.1461;0.0281
19.0457;48;-10844;9834;0.1462;0.0175
19.0557;48;-10900;9890;0.1462;-0.0009
19.0657;48;-10955;9946;0.1462;-0.0252
19.0757;48;-11010;10002;0.1463;-0.0249
19.0857;48;-11066;10058;0.1463;-0.0307
19.0957;47;-11121;10114;0.1463;-0.0425
19.1057;47;-11176;10170;0.1464;-0.0430
19.1157;47;-11230;10226;0.1464;-0.0225
19.1257;47;-11285;10281;0.1464;-0.0126
19.1357;47;-11340;10337;0.1465;0.0119
19.1457;47;-11394;10393;0.1465;0.0223
19.1557;47;-11449;10449;0.1466;0.0276
19.1657;46;-11503;10505;0.1466;0.0351
19.1757;46;-11558;10561;0.1466;0.0265
19.1857;46;-11613;10617;0.1467;0.0313
19.1957;46;-11668;10673;0.1467;0.0295
19.2057;46;-11722;10729;0.1467;0.0348
19.2157;46;-11777;10785;0.1468;0.0162
19.2257;45;-11832;10841;0.1468;0.0289
19.2357;45;-11886;10897;0.1468;0.0439
19.2457;45;-11941;10953;0.1469;0.0271
19.2557;45;-11996;11009;0.1469;0.0249
19.2657;45;-12050;11065;0.1469;-0.0004
19.2757;44;-12104;11121;0.1470;-0.0100
19.2857;44;-12158;11177;0.1470;-0.0478
19.2957;44;-12212;11232;0.1471;-0.0454
19.3057;44;-12266;11288;0.1471;-0.0278
19.3157;44;-12320;11344;0.1471;-0.0302
19.3257;43;-12374;11400;0.1472;0.0015
19.3357;43;-12428;11456;0.1472;0.0263
19.3457;43;-12482;11511;0.1472;0.0287
19.3557;43;-12536;11566;0.1473;0.0409
19.3657;42;-12590;11622;0.1473;0.0990
19.3757;42;-12644;11677;0.1473;0.0372
19.3857;42;-12697;11733;0.1474;0.0343
19.3957;42;-12751;11788;0.1474;0.0185
19.4057;41;-12804;11843;0.1475;0.0044
19.4157;41;-12858;11898;0.1475;-0.0334
19.4257;41;-12911;11953;0.1475;-0.0427
19.4357;41;-12964;12008;0.1476;-0.0153
19.4457;40;-13017;12063;0.1476;0.0217
19.4557;40;-13070;12118;0.1476;0.0372
19.4657;40;-13122;12173;0.1477;0.0670
19.4757;40;-13175;12227;0.1477;0.1065
19.4857;39;-13228;12282;0.1477;0.1110
19.4957;39;-13281;12336;0.1478;0.0572
19.5057;39;-13334;12391;0.1478;-0.0305
19.5157;38;-13387;12445;0.1478;-0.0446
19.5257;38;-13440;12500;0.1479;-0.0430
19.5357;38;-13493;12554;0.1479;-0.0180
19.5457;38;-13546;12608;0.1480;0.0071
19.5557;37;-13598;12661;0.1480;0.0281
19.5657;37;-13650;12715;0.1480;0.0551
19.5757;37;-13702;12769;0.1481;0.0356
19.5857;36;-13754;12822;0.1481;-0.0065
19.5957;36;-13805;12875;0.1481;-0.0313
19.6057;36;-13857;12928;0.1482;-0.0193
19.6157;35;-13908;12982;0.1482;0.0303
19.6257;35;-13960;13034;0.1482;0.0364
19.6357;35;-14011;13087;0.1483;-0.0193
19.6457;34;-14062;13140;0.1483;0.0356
19.6557;34;-14113;13192;0.1484;-0.0177
19.6657;34;-14164;13245;0.1484;-0.0422
19.6757;33;-14215;13297;0.1484;0.0836
19.6857;33;-14266;13349;0.1485;0.0615
19.6957;33;-14316;13401;0.1485;0.0074
19.7057;32;-14367;13452;0.1485;-0.0310
19.7157;32;-14417;13504;0.1486;-0.0246
19.7257;32;-14466;13556;0.1486;0.0244
19.7357;31;-14516;13607;0.1487;0.0423
19.7457;31;-14566;13658;0.1487;0.0012
19.7557;31;-14615;13709;0.1487;-0.0441
19.7657;30;-14664;13760;0.1488;0.0484
19.7757;30;-14713;13811;0.1488;0.0351
19.7857;29;-14761;13861;0.1488;-0.0222
19.7957;29;-14810;13912;0.1489;0.0066
19.8057;29;-14858;13962;0.1489;0.0263
19.8157;28;-14906;14011;0.1489;-0.0313
19.8257;28;-14955;14061;0.1490;-0.1118
19.8357;27;-15003;14110;0.1490;0.0340
19.8457;27;-15051;14160;0.1491;-0.0097
19.8557;27;-15099;14209;0.1491;-0.0238
19.8657;26;-15146;14258;0.1491;0.0127
19.8757;26;-15193;14307;0.1492;0.0646
19.8857;26;-15240;14355;0.1492;-0.0302
19.8957;25;-15287;14404;0.1492;-0.0278
19.9057;25;-15333;14452;0.1493;0.0649
19.9157;24;-15380;14499;0.1493;0.0007
19.9257;24;-15425;14547;0.1494;-0.0169
19.9357;23;-15471;14594;0.1494;0.0489
19.9457;23;-15516;14641;0.1494;-0.0017
19.9557;23;-15561;14688;0.1495;0.0686
19.9657;22;-15606;14734;0.1495;0.0772
19.9757;22;-15651;14780;0.1495;-0.0470
19.9857;21;-15695;14826;0.1496;0.0162
19.9957;21;-15739;14872;0.1496;-0.0297
20.0057;21;-15782;14917;0.1496;0.0686
20.0157;20;-15826;14962;0.1497;-0.0614
20.0257;20;-15868;15007;0.1497;0.0471
20.0357;19;-15911;15051;0.1498;-0.0153
20.0457;19;-15953;15095;0.1498;0.0348
20.0557;18;-15994;15139;0.1498;0.0806
20.0657;18;-16036;15182;0.1499;0.0311
20.0757;18;-16077;15225;0.1499;0.0724
20.0857;17;-16118;15268;0.1499;-0.0531
20.0957;17;-16158;15310;0.1500;-0.0057
20.1057;16;-16197;15351;0.1500;0.0457
20.1157;16;-16237;15393;0.1501;-0.0164
20.1257;15;-16276;15434;0.1501;-0.0025
20.1357;15;-16314;15474;0.1501;0.0420
20.1457;14;-16352;15514;0.1502;0.0191
20.1557;14;-16390;15554;0.1502;0.1185
20.1657;14;-16427;15592;0.1502;-0.0792
20.1757;13;-16463;15631;0.1503;-0.1051
20.1857;13;-16500;15669;0.1503;0.0822
20.1957;12;-16535;15707;0.1504;-0.0401
20.2057;12;-16570;15744;0.1504;-0.0331
20.2157;11;-16605;15780;0.1504;0.0260
20.2257;11;-16638;15816;0.1505;-0.0633
20.2357;10;-16672;15852;0.1505;0.0393
20.2457;10;-16704;15887;0.1505;-0.0068
20.2557;9;-16737;15921;0.1506;0.0146
20.2657;9;-16768;15954;0.1506;0.0524
20.2757;8;-16799;15988;0.1507;0.0058
20.2857;8;-16829;16020;0.1507;0.0644
20.2957;8;-16858;16051;0.1507;-0.1235
20.3057;7;-16886;16082;0.1508;0.0638
20.3157;7;-16914;16112;0.1508;0.0329
20.3257;6;-16941;16141;0.1508;0.0372
20.3357;6;-16968;16170;0.1509;0.0710
20.3457;5;-16993;16197;0.1509;0.0039
20.3557;5;-17018;16224;0.1510;0.0031
20.3657;4;-17042;16250;0.1510;0.1297
20.3757;4;-17065;16275;0.1510;0.0905
20.3857;3;-17087;16300;0.1511;-0.0430
20.3957;3;-17108;16323;0.1511;-0.0158
20.4057;2;-17128;16345;0.1511;-0.1765
20.4157;2;-17148;16366;0.1512;-0.0089
20.4257;1;-17166;16387;0.1512;-0.0004
20.4357;1;-17184;16406;0.1513;-0.0566
20.4457;0;-17200;16425;0.1513;0.0452
20.4557;0;-17216;16442;0.1513;-0.0630
20.4657;0;-17230;16458;0.1514;0.0196
20.4757;0;-17243;16474;0.1514;0.0553
20.4857;0;-17256;16488;0.1515;-0.0539
20.4957;-1;-17267;16502;0.1515;0.0297
20.5062;-1;-17278;16514;0.1515;-0.0236
20.5158;-2;-17287;16525;0.1516;0.0023
20.5257;-2;-17296;16535;0.1516;-0.0734
20.5357;-3;-17304;16545;0.1516;0.0321
20.5457;-3;-17310;16553;0.1517;-0.0228
20.5557;-4;-17316;16560;0.1517;-0.0998
20.5657;-4;-17321;16566;0.1518;0.0247
20.5757;-5;-17324;16570;0.1518;-0.0542
20.5857;-5;-17326;16574;0.1518;-0.0102
20.5957;-6;-17326;16576;0.1519;0.0252
20.6057;-6;-17326;16577;0.1519;0.0175
20.6157;-7;-17326;16576;0.1519;0.0071
20.6257;-7;-17326;16575;0.1520;0.0122
20.6357;-8;-17326;16575;0.1520;-0.0070
20.6457;-8;-17326;16575;0.1521;-0.0046
20.6557;-9;-17326;16575;0.1521;0.0052
20.6657;-9;-17325;16575;0.1521;0.0076
20.6757;-9;-17325;16575;0.1522;0.0026
20.6857;-10;-17325;16575;0.1522;-0.0044
20.6957;-10;-17324;16575;0.1523;-0.0062
20.7057;-11;-17323;16575;0.1523;-0.0006
20.7157;-11;-17321;16575;0.1523;0.0393
20.7257;-12;-17319;16574;0.1524;0.0191
20.7357;-12;-17317;16574;0.1524;-0.0156
20.7457;-13;-17315;16574;0.1524;-0.0273
20.7557;-13;-17312;16574;0.1525;-0.0142
20.7657;-14;-17308;16573;0.1525;0.0236
20.7757;-14;-17303;16573;0.1526;0.0223
20.7857;-15;-17298;16571;0.1526;0.0031
20.7957;-15;-17294;16568;0.1526;0.0058
20.8057;-15;-17288;16565;0.1527;0.0830
20.8157;-16;-17280;16561;0.1527;-0.0198
20.8257;-16;-17273;16556;0.1528;0.0465
20.8357;-17;-17265;16550;0.1528;-0.0233
20.8457;-17;-17256;16543;0.1528;0.0305
20.8557;-18;-17246;16535;0.1529;0.0785
20.8657;-18;-17235;16527;0.1529;-0.0283
20.8757;-19;-17223;16516;0.1529;0.0204
20.8857;-19;-17210;16506;0.1530;-0.1133
20.8957;-20;-17197;16494;0.1530;-0.0366
20.9057;-20;-17182;16481;0.1531;-0.0579
20.9157;-20;-17167;16467;0.1531;0.1054
20.9257;-21;-17151;16452;0.1531;-0.0862
20.9357;-21;-17133;16436;0.1532;0.0028
20.9457;-22;-17116;16419;0.1532;-0.0609
20.9557;-22;-17096;16401;0.1533;0.0694
20.9657;-23;-17077;16382;0.1533;0.0399
20.9757;-23;-17056;16363;0.1533;-0.0691
20.9857;-23;-17034;16342;0.1534;-0.0310
20.9957;-24;-17012;16320;0.1534;-0.0390
21.0057;-24;-16988;16297;0.1535;-0.1091
21.0157;-25;-16964;16274;0.1535;0.0375
21.0257;-25;-16939;16249;0.1535;-0.0627
21.0357;-25;-16913;16223;0.1536;-0.0726
21.0457;-26;-16886;16197;0.1536;-0.0153
21.0557;-26;-16859;16170;0.1537;0.0503
21.0657;-27;-16830;16141;0.1537;0.0042
21.0757;-27;-16801;16112;0.1537;0.0002
21.0857;-28;-16771;16082;0.1538;-0.0928
21.0957;-28;-16740;16052;0.1538;-0.0443
21.1057;-28;-16709;16020;0.1538;0.0575
21.1157;-29;-16676;15988;0.1539;0.0111
21.1257;-29;-16643;15954;0.1539;0.1078
21.1357;-29;-16609;15920;0.1540;0.0508
21.1457;-30;-16574;15886;0.1540;-0.0491
21.1557;-30;-16539;15850;0.1540;-0.0934
21.1657;-31;-16503;15814;0.1541;0.0185
21.1757;-31;-16467;15777;0.1541;-0.0867
21.1857;-31;-16429;15739;0.1542;-0.0752
21.1957;-32;-16391;15701;0.1542;-0.0094
21.2057;-32;-16353;15662;0.1542;0.0148
21.2157;-32;-16314;15623;0.1543;0.0766
21.2257;-33;-16274;15583;0.1543;0.0313
21.2357;-33;-16234;15542;0.1544;-0.0990
21.2457;-34;-16193;15501;0.1544;0.1182
21.2557;-34;-16152;15459;0.1544;-0.0702
21.2657;-34;-16110;15416;0.1545;-0.0041
21.2757;-35;-16068;15374;0.1545;-0.1139
21.2857;-35;-16026;15330;0.1546;0.0265
21.2957;-35;-15983;15286;0.1546;-0.1570
21.3057;-36;-15940;15242;0.1546;0.0364
21.3157;-36;-15896;15198;0.1547;-0.1224
21.3257;-36;-15852;15152;0.1547;-0.0076
21.3357;-37;-15807;15107;0.1548;0.0511
21.3457;-37;-15762;15061;0.1548;-0.0446
21.3557;-37;-15717;15014;0.1548;0.0449
21.3657;-38;-15671;14968;0.1549;-0.0129
21.3757;-38;-15625;14921;0.1549;-0.0830
21.3857;-38;-15579;14874;0.1550;0.0167
21.3957;-39;-15532;14826;0.1550;-0.0534
21.4057;-39;-15485;14778;0.1550;-0.0118
21.4157;-39;-15438;14730;0.1551;0.0777
21.4257;-39;-15391;14681;0.1551;0.0255
21.4357;-40;-15344;14632;0.1552;0.0215
21.4457;-40;-15296;14583;0.1552;0.0103
21.4557;-40;-15248;14534;0.1552;-0.0441
21.4657;-41;-15200;14484;0.1553;-0.0158
21.4757;-41;-15152;14434;0.1553;0.0292
21.4857;-41;-15103;14384;0.1554;0.0143
21.4957;-41;-15054;14334;0.1554;-0.0782
21.5057;-42;-15005;14283;0.1554;-0.0164
21.5157;-42;-14956;14232;0.1555;0.0505
21.5257;-42;-14907;14181;0.1555;-0.0084
21.5357;-42;-14858;14130;0.1556;-0.0699
21.5457;-43;-14808;14079;0.1556;-0.0443
21.5557;-43;-14758;14028;0.1556;-0.0270
21.5657;-43;-14709;13976;0.1557;0.0106
21.5757;-43;-14659;13924;0.1557;-0.0158
21.5857;-44;-14609;13872;0.1558;-0.0627
21.5957;-44;-14559;13820;0.1558;-0.0198
21.6057;-44;-14508;13767;0.1558;0.0167
21.6157;-44;-14458;13715;0.1559;0.0249
21.6257;-45;-14408;13662;0.1559;-0.0443
21.6357;-45;-14357;13610;0.1560;-0.0854
21.6457;-45;-14307;13557;0.1560;-0.0363
21.6557;-45;-14256;13504;0.1560;0.0657
21.6657;-45;-14205;13450;0.1561;0.0524
21.6757;-46;-14154;13397;0.1561;-0.0212
21.6857;-46;-14103;13344;0.1562;-0.0446
21.6957;-46;-14052;13291;0.1562;-0.0467
21.7057;-46;-14000;13237;0.1562;0.0087
21.7157;-46;-13949;13184;0.1563;0.0090
21.7257;-46;-13898;13130;0.1563;0.0385
21.7357;-47;-13846;13076;0.1564;-0.0254
21.7457;-47;-13794;13022;0.1564;-0.0657
21.7557;-47;-13742;12968;0.1564;-0.0502
21.7657;-47;-13691;12914;0.1565;0.0481
21.7757;-47;-13639;12860;0.1565;0.0340
21.7857;-47;-13587;12806;0.1566;0.0812
21.7957;-47;-13535;12751;0.1566;0.0284
21.8057;-48;-13483;12697;0.1566;-0.0094
21.8157;-48;-13431;12642;0.1567;-0.0545
21.8257;-48;-13378;12588;0.1567;-0.0675
21.8357;-48;-13326;12534;0.1568;-0.0182
21.8457;-48;-13274;12479;0.1568;0.0154
21.8557;-48;-13221;12425;0.1568;0.0447
21.8657;-48;-13168;12370;0.1569;0.0170
21.8757;-48;-13116;12315;0.1569;-0.0089
21.8857;-49;-13063;12261;0.1570;-0.0523
21.8957;-49;-13010;12206;0.1570;-0.0742
21.9057;-49;-12958;12151;0.1571;-0.0696
21.9157;-49;-12905;12096;0.1571;-0.0374
21.9257;-49;-12852;12042;0.1571;0.0127
21.9357;-49;-12800;11986;0.1572;0.0156
21.9457;-49;-12748;11932;0.1572;-0.0140
21.9557;-49;-12695;11876;0.1573;0.0977
